# Anti-reflection coating reflectance from MIRI DFM 289 – 04.02
# Coating is made out of Zinc Sulphide (ZnS)
# Data extracted manually by Ioannis Argyriou (IvS, KU Leuven) using WebPlotDigitizer v.4.0
# Temperature: ?K
# Columns: wavelength [micron], reflectance [-]
1.985539488320356, 0.045390070921985826
2.0355951056729698, 0.05446808510638296
2.0856507230255836, 0.06638297872340432
2.1190211345939938, 0.07602836879432628
2.152391546162402, 0.08964539007092198
2.1690767519466068, 0.10212765957446812
2.202447163515017, 0.11801418439716316
2.235817575083426, 0.1367375886524823
2.2691879866518354, 0.15432624113475185
2.3192436040044493, 0.17588652482269507
2.369299221357063, 0.19744680851063834
2.4026696329254724, 0.21163120567375893
2.4360400444938826, 0.22751773049645393
2.502780867630701, 0.24510638297872345
2.552836484983315, 0.2615602836879433
2.602892102335929, 0.2740425531914894
2.6529477196885427, 0.28539007092198587
2.769744160177976, 0.3012765957446809
2.8364849833147936, 0.307517730496454
2.9365962180200222, 0.31092198581560293
3.0033370411568407, 0.3114893617021277
3.120133481646274, 0.3080851063829788
3.2369299221357064, 0.3035460992907802
3.337041156840934, 0.28992907801418444
3.420467185761958, 0.2814184397163121
3.520578420467186, 0.26893617021276606
3.604004449388209, 0.2564539007092199
3.7041156840934377, 0.24170212765957452
3.8042269187986646, 0.22921985815602844
3.8876529477196886, 0.2139007092198582
3.9877641824249164, 0.19914893617021281
4.054505005561736, 0.18723404255319154
4.137931034482759, 0.17758865248226954
4.238042269187987, 0.16283687943262412
4.304783092324806, 0.150354609929078
4.388209121245829, 0.1390070921985816
4.505005561735262, 0.12539007092198584
4.588431590656285, 0.11517730496453904
4.688542825361513, 0.10326241134751779
4.8220244716351495, 0.09361702127659577
4.955506117908787, 0.07943262411347518
5.10567296996663, 0.07035460992907805
5.322580645161291, 0.05957446808510641
5.522803114571746, 0.05219858156028373
5.756395995550611, 0.047092198581560274
5.973303670745272, 0.045390070921985826
6.223581757508342, 0.04652482269503544
6.473859844271412, 0.05106382978723406
6.690767519466074, 0.05560283687943263
6.941045606229143, 0.061843971631205696
7.224694104560624, 0.07035460992907805
7.441601779755284, 0.07886524822695035
7.808676307007786, 0.09191489361702132
8.142380422691879, 0.10212765957446812
8.459399332591767, 0.11347517730496459
8.709677419354838, 0.12085106382978728
8.893214682981089, 0.124822695035461
9.126807563959954, 0.13276595744680852
9.327030033370411, 0.13843971631205676
9.560622914349276, 0.1469503546099291
9.79421579532814, 0.15375886524822702
9.994438264738598, 0.15886524822695036
10.278086763070077, 0.16680851063829788
10.611790878754169, 0.17361702127659578
10.86206896551724, 0.17985815602836883
11.229143492769742, 0.18950354609929082
11.462736373748609, 0.19404255319148941
11.879866518353724, 0.2019858156028369
12.213570634037819, 0.20765957446808517
12.647385984427139, 0.21333333333333337
12.99777530589544, 0.2190070921985816
13.481646273637374, 0.22638297872340432
13.832035595105673, 0.23205673758865253
14.332591768631813, 0.23716312056737593
14.883203559510566, 0.2439716312056738
15.166852057842044, 0.24283687943262416
15.350389321468297, 0.25021276595744685
15.567296996662956, 0.25304964539007097
15.784204671857621, 0.24737588652482276
15.951056729699664, 0.24964539007092204
16.03448275862069, 0.2575886524822696
16.268075639599555, 0.25304964539007097
16.38487208008899, 0.2507801418439717
16.53503893214683, 0.24964539007092204
16.668520578420466, 0.25588652482269514
16.73526140155729, 0.26496453900709227
16.90211345939933, 0.26893617021276606
17.18576195773081, 0.2712056737588653
17.56952169076752, 0.2740425531914894
18.103448275862068, 0.2774468085106384
18.420467185761957, 0.27858156028368797
18.570634037819797, 0.2836879432624114
18.804226918798665, 0.281985815602837
18.97107897664071, 0.28028368794326247
19.154616240266964, 0.2859574468085107
19.32146829810901, 0.28482269503546104
19.53837597330367, 0.2870921985815603
19.671857619577306, 0.2859574468085107
19.888765294771968, 0.2910638297872341
20.088987764182427, 0.2933333333333334
20.272525027808676, 0.2961702127659575
20.42269187986652, 0.29276595744680856
20.572858731924363, 0.29673758865248234
20.873192436040043, 0.2984397163120568
21.00667408231368, 0.2961702127659575
21.240266963292548, 0.3035460992907802
21.390433815350388, 0.30014184397163124
21.557285873192438, 0.307517730496454
21.67408231368187, 0.3058156028368795
21.774193548387096, 0.307517730496454
21.89098998887653, 0.30695035460992914
21.97441601779755, 0.30978723404255326
22.1412680756396, 0.3114893617021277
22.308120133481644, 0.31205673758865254
22.491657397107897, 0.31319148936170216
22.625139043381537, 0.31602836879432633
22.775305895439377, 0.3143262411347518
22.975528364849833, 0.32000000000000006
23.225806451612904, 0.3194326241134752
23.375973303670744, 0.32397163120567385
23.526140155728587, 0.3228368794326242
23.642936596218018, 0.3256737588652483
23.759733036707452, 0.32510638297872346
23.876529477196886, 0.32680851063829797
24.043381535038932, 0.32510638297872346
24.293659621802004, 0.32737588652482275
24.49388209121246, 0.32907801418439725
24.67741935483871, 0.32510638297872346
24.877641824249167, 0.32624113475177313
24.994438264738598, 0.33134751773049653
25.127919911012235, 0.3285106382978724
25.311457174638488, 0.32907801418439725
25.411568409343715, 0.33475177304964543
25.57842046718576, 0.33475177304964543
25.828698553948833, 0.34042553191489366
25.96218020022247, 0.33758865248226955
26.179087875417128, 0.342695035460993
26.32925472747497, 0.34042553191489366
26.479421579532815, 0.3409929078014185
26.61290322580645, 0.33702127659574477
26.946607341490544, 0.34439716312056745
27.163515016685206, 0.3455319148936171
27.31368186874305, 0.34439716312056745
27.547274749721915, 0.3500709219858157
27.730812013348164, 0.34723404255319157
27.93103448275862, 0.3529078014184398
28.09788654060067, 0.3512056737588653
28.24805339265851, 0.3534751773049646
28.481646273637374, 0.36822695035461
